"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GB","06.03.2020 13:00 - 06.03.2020 13:30 (UTC)","2923","n/e","n/e","17957","3050","0","n/e","n/e","n/e","0","","497","n/e","n/e","4798","172","n/e","5470","n/e","1478","1353"
"BZN|GB","06.03.2020 13:30 - 06.03.2020 14:00 (UTC)","2919","n/e","n/e","17744","3066","0","n/e","n/e","n/e","0","","496","n/e","n/e","4791","154","n/e","4870","n/e","1387","1390"
"BZN|GB","06.03.2020 14:00 - 06.03.2020 14:30 (UTC)","2918","n/e","n/e","17255","3079","0","n/e","n/e","n/e","0","","504","n/e","n/e","4785","151","n/e","4200","n/e","1517","1580"
"BZN|GB","06.03.2020 14:30 - 06.03.2020 15:00 (UTC)","2938","n/e","n/e","17280","2987","0","n/e","n/e","n/e","0","","510","n/e","n/e","4793","153","n/e","3790","n/e","1527","1686"
"BZN|GB","06.03.2020 15:00 - 06.03.2020 15:30 (UTC)","2979","n/e","n/e","17396","2921","0","n/e","n/e","n/e","0","","532","n/e","n/e","4801","151","n/e","3140","n/e","1549","1879"
"BZN|GB","06.03.2020 15:30 - 06.03.2020 16:00 (UTC)","2988","n/e","n/e","17888","2974","0","n/e","n/e","n/e","0","","554","n/e","n/e","4797","153","n/e","2330","n/e","1532","1888"
"BZN|GB","06.03.2020 16:00 - 06.03.2020 16:30 (UTC)","3011","n/e","n/e","19176","3085","0","n/e","n/e","n/e","119","","617","n/e","n/e","4799","197","n/e","1630","n/e","1612","1816"
"BZN|GB","06.03.2020 16:30 - 06.03.2020 17:00 (UTC)","3011","n/e","n/e","20482","3271","0","n/e","n/e","n/e","118","","649","n/e","n/e","4789","170","n/e","1070","n/e","1600","1917"
"BZN|GB","06.03.2020 17:00 - 06.03.2020 17:30 (UTC)","3030","n/e","n/e","20305","3793","0","n/e","n/e","n/e","497","","662","n/e","n/e","4793","172","n/e","439","n/e","1463","1879"
"BZN|GB","06.03.2020 17:30 - 06.03.2020 18:00 (UTC)","3036","n/e","n/e","20726","3960","0","n/e","n/e","n/e","995","","748","n/e","n/e","4790","192","n/e","44","n/e","1488","1920"
"BZN|GB","06.03.2020 18:00 - 06.03.2020 18:30 (UTC)","3039","n/e","n/e","21138","4176","0","n/e","n/e","n/e","1685","","697","n/e","n/e","4792","208","n/e","6","n/e","1410","1995"
"BZN|GB","06.03.2020 18:30 - 06.03.2020 19:00 (UTC)","3045","n/e","n/e","22390","4385","0","n/e","n/e","n/e","1056","","686","n/e","n/e","4797","246","n/e","0","n/e","1303","2057"
"BZN|GB","06.03.2020 19:00 - 06.03.2020 19:30 (UTC)","3045","n/e","n/e","22200","4365","0","n/e","n/e","n/e","414","","679","n/e","n/e","4790","221","n/e","3","n/e","1437","2059"
"BZN|GB","06.03.2020 19:30 - 06.03.2020 20:00 (UTC)","2851","n/e","n/e","21068","3865","0","n/e","n/e","n/e","1313","","679","n/e","n/e","4783","162","n/e","0","n/e","1599","1992"
"BZN|GB","06.03.2020 20:00 - 06.03.2020 20:30 (UTC)","2398","n/e","n/e","21353","3461","0","n/e","n/e","n/e","1248","","667","n/e","n/e","4791","186","n/e","0","n/e","1626","1866"
"BZN|GB","06.03.2020 20:30 - 06.03.2020 21:00 (UTC)","2398","n/e","n/e","21042","3501","0","n/e","n/e","n/e","361","","612","n/e","n/e","4789","156","n/e","0","n/e","1228","1977"
"BZN|GB","06.03.2020 21:00 - 06.03.2020 21:30 (UTC)","2212","n/e","n/e","20004","3090","0","n/e","n/e","n/e","93","","571","n/e","n/e","4781","149","n/e","1","n/e","1154","2007"
"BZN|GB","06.03.2020 21:30 - 06.03.2020 22:00 (UTC)","1755","n/e","n/e","19125","2367","0","n/e","n/e","n/e","346","","550","n/e","n/e","4788","150","n/e","1","n/e","1043","1904"
"BZN|GB","06.03.2020 22:00 - 06.03.2020 22:30 (UTC)","1751","n/e","n/e","17310","2236","0","n/e","n/e","n/e","136","","522","n/e","n/e","4794","149","n/e","0","n/e","1121","2100"
"BZN|GB","06.03.2020 22:30 - 06.03.2020 23:00 (UTC)","1570","n/e","n/e","16853","1421","0","n/e","n/e","n/e","0","","553","n/e","n/e","4796","149","n/e","0","n/e","1150","2107"
"BZN|GB","06.03.2020 23:00 - 06.03.2020 23:30 (UTC)","1104","n/e","n/e","15403","1404","0","n/e","n/e","n/e","250","","551","n/e","n/e","4793","151","n/e","0","n/e","1150","2137"
"BZN|GB","06.03.2020 23:30 - 07.03.2020 00:00 (UTC)","1105","n/e","n/e","13872","1381","0","n/e","n/e","n/e","300","","551","n/e","n/e","4802","144","n/e","0","n/e","1197","2075"
"BZN|GB","07.03.2020 00:00 - 07.03.2020 00:30 (UTC)","1106","n/e","n/e","13184","1436","0","n/e","n/e","n/e","637","","544","n/e","n/e","4793","196","n/e","1","n/e","1217","2132"
"BZN|GB","07.03.2020 00:30 - 07.03.2020 01:00 (UTC)","1106","n/e","n/e","13440","1414","0","n/e","n/e","n/e","68","","802","n/e","n/e","4806","150","n/e","0","n/e","1359","2194"
"BZN|GB","07.03.2020 01:00 - 07.03.2020 01:30 (UTC)","1104","n/e","n/e","13346","1429","0","n/e","n/e","n/e","49","","850","n/e","n/e","4798","173","n/e","0","n/e","1424","2313"
"BZN|GB","07.03.2020 01:30 - 07.03.2020 02:00 (UTC)","1103","n/e","n/e","12201","1384","0","n/e","n/e","n/e","0","","852","n/e","n/e","4802","150","n/e","0","n/e","1469","2520"
"BZN|GB","07.03.2020 02:00 - 07.03.2020 02:30 (UTC)","1110","n/e","n/e","11102","1336","0","n/e","n/e","n/e","0","","546","n/e","n/e","4805","155","n/e","0","n/e","1755","2878"
"BZN|GB","07.03.2020 02:30 - 07.03.2020 03:00 (UTC)","1110","n/e","n/e","9981","1290","0","n/e","n/e","n/e","0","","516","n/e","n/e","4802","153","n/e","0","n/e","1984","3138"
"BZN|GB","07.03.2020 03:00 - 07.03.2020 03:30 (UTC)","1113","n/e","n/e","9117","1309","0","n/e","n/e","n/e","0","","515","n/e","n/e","4795","150","n/e","0","n/e","2010","3510"
"BZN|GB","07.03.2020 03:30 - 07.03.2020 04:00 (UTC)","1113","n/e","n/e","8486","1305","0","n/e","n/e","n/e","0","","510","n/e","n/e","4796","166","n/e","0","n/e","1402","3895"
"BZN|GB","07.03.2020 04:00 - 07.03.2020 04:30 (UTC)","1113","n/e","n/e","7379","1292","0","n/e","n/e","n/e","0","","510","n/e","n/e","4787","150","n/e","0","n/e","1819","4115"
"BZN|GB","07.03.2020 04:30 - 07.03.2020 05:00 (UTC)","1113","n/e","n/e","6955","1312","0","n/e","n/e","n/e","0","","503","n/e","n/e","4785","150","n/e","0","n/e","1877","4143"
"BZN|GB","07.03.2020 05:00 - 07.03.2020 05:30 (UTC)","1054","n/e","n/e","6918","1334","0","n/e","n/e","n/e","0","","549","n/e","n/e","4795","152","n/e","0","n/e","2031","4389"
"BZN|GB","07.03.2020 05:30 - 07.03.2020 06:00 (UTC)","964","n/e","n/e","7111","1325","0","n/e","n/e","n/e","0","","559","n/e","n/e","4787","153","n/e","0","n/e","2160","4502"
"BZN|GB","07.03.2020 06:00 - 07.03.2020 06:30 (UTC)","1102","n/e","n/e","7201","1371","0","n/e","n/e","n/e","0","","558","n/e","n/e","4796","153","n/e","0","n/e","2398","4757"
"BZN|GB","07.03.2020 06:30 - 07.03.2020 07:00 (UTC)","1029","n/e","n/e","7844","1495","0","n/e","n/e","n/e","0","","559","n/e","n/e","4787","158","n/e","11","n/e","2520","4738"
"BZN|GB","07.03.2020 07:00 - 07.03.2020 07:30 (UTC)","1031","n/e","n/e","8460","1496","0","n/e","n/e","n/e","0","","582","n/e","n/e","4786","153","n/e","102","n/e","2565","5010"
"BZN|GB","07.03.2020 07:30 - 07.03.2020 08:00 (UTC)","1108","n/e","n/e","9493","1403","0","n/e","n/e","n/e","0","","601","n/e","n/e","4785","155","n/e","350","n/e","2782","5055"
"BZN|GB","07.03.2020 08:00 - 07.03.2020 08:30 (UTC)","1111","n/e","n/e","9819","1411","0","n/e","n/e","n/e","60","","626","n/e","n/e","4783","158","n/e","675","n/e","2818","5235"
"BZN|GB","07.03.2020 08:30 - 07.03.2020 09:00 (UTC)","1115","n/e","n/e","10491","1433","0","n/e","n/e","n/e","0","","656","n/e","n/e","4791","158","n/e","1090","n/e","3004","5449"
"BZN|GB","07.03.2020 09:00 - 07.03.2020 09:30 (UTC)","1112","n/e","n/e","10851","1509","0","n/e","n/e","n/e","0","","663","n/e","n/e","4791","158","n/e","1480","n/e","3121","5841"
"BZN|GB","07.03.2020 09:30 - 07.03.2020 10:00 (UTC)","1109","n/e","n/e","11045","1502","0","n/e","n/e","n/e","0","","677","n/e","n/e","4791","158","n/e","1870","n/e","3257","5635"
"BZN|GB","07.03.2020 10:00 - 07.03.2020 10:30 (UTC)","1110","n/e","n/e","10278","1506","0","n/e","n/e","n/e","0","","677","n/e","n/e","4795","159","n/e","2230","n/e","3764","6002"
"BZN|GB","07.03.2020 10:30 - 07.03.2020 11:00 (UTC)","1112","n/e","n/e","9728","1350","0","n/e","n/e","n/e","0","","706","n/e","n/e","4808","160","n/e","2600","n/e","4176","6032"
"BZN|GB","07.03.2020 11:00 - 07.03.2020 11:30 (UTC)","1110","n/e","n/e","8877","1165","0","n/e","n/e","n/e","0","","649","n/e","n/e","4799","162","n/e","2970","n/e","4479","6121"
"BZN|GB","07.03.2020 11:30 - 07.03.2020 12:00 (UTC)","1111","n/e","n/e","8570","847","0","n/e","n/e","n/e","0","","602","n/e","n/e","4788","162","n/e","3030","n/e","4548","6187"
"BZN|GB","07.03.2020 12:00 - 07.03.2020 12:30 (UTC)","1109","n/e","n/e","8446","850","0","n/e","n/e","n/e","0","","563","n/e","n/e","4792","162","n/e","2920","n/e","4873","6304"
"BZN|GB","07.03.2020 12:30 - 07.03.2020 13:00 (UTC)","1108","n/e","n/e","8098","860","0","n/e","n/e","n/e","0","","523","n/e","n/e","4794","163","n/e","2630","n/e","5057","6294"
"BZN|GB","07.03.2020 13:00 - 07.03.2020 13:30 (UTC)","1042","n/e","n/e","8028","858","0","n/e","n/e","n/e","119","","509","n/e","n/e","4796","171","n/e","2250","n/e","5343","6361"
"BZN|GB","07.03.2020 13:30 - 07.03.2020 14:00 (UTC)","1106","n/e","n/e","8284","858","0","n/e","n/e","n/e","0","","507","n/e","n/e","4787","163","n/e","1970","n/e","5684","6358"
"BZN|GB","07.03.2020 14:00 - 07.03.2020 14:30 (UTC)","1107","n/e","n/e","8139","858","0","n/e","n/e","n/e","0","","509","n/e","n/e","4796","163","n/e","1740","n/e","5703","6481"
"BZN|GB","07.03.2020 14:30 - 07.03.2020 15:00 (UTC)","1084","n/e","n/e","8158","845","0","n/e","n/e","n/e","0","","510","n/e","n/e","4792","162","n/e","1450","n/e","5752","6428"
"BZN|GB","07.03.2020 15:00 - 07.03.2020 15:30 (UTC)","1015","n/e","n/e","8279","775","0","n/e","n/e","n/e","0","","504","n/e","n/e","4783","163","n/e","1180","n/e","5682","6467"
"BZN|GB","07.03.2020 15:30 - 07.03.2020 16:00 (UTC)","994","n/e","n/e","8153","785","0","n/e","n/e","n/e","0","","514","n/e","n/e","4791","162","n/e","966","n/e","5753","6490"
"BZN|GB","07.03.2020 16:00 - 07.03.2020 16:30 (UTC)","1052","n/e","n/e","8560","775","0","n/e","n/e","n/e","64","","530","n/e","n/e","4793","181","n/e","761","n/e","5833","6359"
"BZN|GB","07.03.2020 16:30 - 07.03.2020 17:00 (UTC)","1110","n/e","n/e","9081","780","0","n/e","n/e","n/e","0","","550","n/e","n/e","4799","163","n/e","616","n/e","5970","6410"
"BZN|GB","07.03.2020 17:00 - 07.03.2020 17:30 (UTC)","1046","n/e","n/e","9226","782","0","n/e","n/e","n/e","518","","583","n/e","n/e","4789","164","n/e","298","n/e","6071","6424"
"BZN|GB","07.03.2020 17:30 - 07.03.2020 18:00 (UTC)","1088","n/e","n/e","9174","843","0","n/e","n/e","n/e","1051","","588","n/e","n/e","4791","166","n/e","43","n/e","5983","6442"
"BZN|GB","07.03.2020 18:00 - 07.03.2020 18:30 (UTC)","1105","n/e","n/e","10146","840","0","n/e","n/e","n/e","1122","","577","n/e","n/e","4792","166","n/e","1","n/e","6068","6290"
"BZN|GB","07.03.2020 18:30 - 07.03.2020 19:00 (UTC)","1105","n/e","n/e","10204","839","0","n/e","n/e","n/e","1372","","551","n/e","n/e","4792","166","n/e","0","n/e","6106","6321"
"BZN|GB","07.03.2020 19:00 - 07.03.2020 19:30 (UTC)","1103","n/e","n/e","9836","841","0","n/e","n/e","n/e","1216","","551","n/e","n/e","4793","167","n/e","2","n/e","6134","6469"
"BZN|GB","07.03.2020 19:30 - 07.03.2020 20:00 (UTC)","1108","n/e","n/e","8832","846","0","n/e","n/e","n/e","900","","552","n/e","n/e","4788","166","n/e","0","n/e","6130","6407"
"BZN|GB","07.03.2020 20:00 - 07.03.2020 20:30 (UTC)","1107","n/e","n/e","7927","842","0","n/e","n/e","n/e","770","","575","n/e","n/e","4786","166","n/e","1","n/e","6120","6378"
"BZN|GB","07.03.2020 20:30 - 07.03.2020 21:00 (UTC)","1101","n/e","n/e","7293","841","0","n/e","n/e","n/e","0","","571","n/e","n/e","4793","165","n/e","0","n/e","6071","6377"
"BZN|GB","07.03.2020 21:00 - 07.03.2020 21:30 (UTC)","1106","n/e","n/e","7090","827","0","n/e","n/e","n/e","22","","557","n/e","n/e","4790","164","n/e","0","n/e","6007","6099"
"BZN|GB","07.03.2020 21:30 - 07.03.2020 22:00 (UTC)","1086","n/e","n/e","6079","804","0","n/e","n/e","n/e","0","","549","n/e","n/e","4791","162","n/e","0","n/e","6124","6045"
"BZN|GB","07.03.2020 22:00 - 07.03.2020 22:30 (UTC)","869","n/e","n/e","6063","784","0","n/e","n/e","n/e","62","","546","n/e","n/e","4783","162","n/e","0","n/e","6157","5903"
"BZN|GB","07.03.2020 22:30 - 07.03.2020 23:00 (UTC)","840","n/e","n/e","5238","785","0","n/e","n/e","n/e","0","","577","n/e","n/e","4794","163","n/e","0","n/e","6183","5748"
"BZN|GB","07.03.2020 23:00 - 07.03.2020 23:30 (UTC)","877","n/e","n/e","4507","536","0","n/e","n/e","n/e","0","","583","n/e","n/e","4789","163","n/e","0","n/e","6201","6049"
"BZN|GB","07.03.2020 23:30 - 08.03.2020 00:00 (UTC)","881","n/e","n/e","4120","249","0","n/e","n/e","n/e","0","","578","n/e","n/e","4787","162","n/e","0","n/e","6133","5923"
"BZN|GB","08.03.2020 00:00 - 08.03.2020 00:30 (UTC)","806","n/e","n/e","3897","0","0","n/e","n/e","n/e","0","","581","n/e","n/e","4794","163","n/e","1","n/e","6085","5884"
"BZN|GB","08.03.2020 00:30 - 08.03.2020 01:00 (UTC)","772","n/e","n/e","4355","0","0","n/e","n/e","n/e","0","","585","n/e","n/e","4802","164","n/e","0","n/e","6097","5876"
"BZN|GB","08.03.2020 01:00 - 08.03.2020 01:30 (UTC)","780","n/e","n/e","5163","0","0","n/e","n/e","n/e","0","","567","n/e","n/e","4790","165","n/e","0","n/e","6004","5707"
"BZN|GB","08.03.2020 01:30 - 08.03.2020 02:00 (UTC)","761","n/e","n/e","5236","0","0","n/e","n/e","n/e","0","","567","n/e","n/e","4788","165","n/e","0","n/e","6083","5842"
"BZN|GB","08.03.2020 02:00 - 08.03.2020 02:30 (UTC)","760","n/e","n/e","4828","0","0","n/e","n/e","n/e","0","","586","n/e","n/e","4798","164","n/e","0","n/e","6131","5555"
"BZN|GB","08.03.2020 02:30 - 08.03.2020 03:00 (UTC)","755","n/e","n/e","4732","0","0","n/e","n/e","n/e","0","","584","n/e","n/e","4791","168","n/e","0","n/e","6109","5670"
"BZN|GB","08.03.2020 03:00 - 08.03.2020 03:30 (UTC)","771","n/e","n/e","4594","0","0","n/e","n/e","n/e","0","","586","n/e","n/e","4794","163","n/e","0","n/e","6016","5722"
"BZN|GB","08.03.2020 03:30 - 08.03.2020 04:00 (UTC)","788","n/e","n/e","4416","0","0","n/e","n/e","n/e","0","","590","n/e","n/e","4786","162","n/e","0","n/e","5765","5845"
"BZN|GB","08.03.2020 04:00 - 08.03.2020 04:30 (UTC)","784","n/e","n/e","4377","0","0","n/e","n/e","n/e","0","","601","n/e","n/e","4790","162","n/e","0","n/e","5936","5747"
"BZN|GB","08.03.2020 04:30 - 08.03.2020 05:00 (UTC)","771","n/e","n/e","4250","0","0","n/e","n/e","n/e","0","","604","n/e","n/e","4788","162","n/e","0","n/e","5942","5911"
"BZN|GB","08.03.2020 05:00 - 08.03.2020 05:30 (UTC)","762","n/e","n/e","3869","0","0","n/e","n/e","n/e","0","","603","n/e","n/e","4787","163","n/e","0","n/e","5857","5940"
"BZN|GB","08.03.2020 05:30 - 08.03.2020 06:00 (UTC)","774","n/e","n/e","3770","0","0","n/e","n/e","n/e","0","","601","n/e","n/e","4791","164","n/e","0","n/e","5967","5909"
"BZN|GB","08.03.2020 06:00 - 08.03.2020 06:30 (UTC)","778","n/e","n/e","3739","0","0","n/e","n/e","n/e","0","","605","n/e","n/e","4784","165","n/e","0","n/e","5908","5497"
"BZN|GB","08.03.2020 06:30 - 08.03.2020 07:00 (UTC)","775","n/e","n/e","3834","0","0","n/e","n/e","n/e","0","","619","n/e","n/e","4798","166","n/e","16","n/e","6011","5220"
"BZN|GB","08.03.2020 07:00 - 08.03.2020 07:30 (UTC)","796","n/e","n/e","3840","0","0","n/e","n/e","n/e","0","","618","n/e","n/e","4787","164","n/e","289","n/e","6050","5406"
"BZN|GB","08.03.2020 07:30 - 08.03.2020 08:00 (UTC)","811","n/e","n/e","3641","0","0","n/e","n/e","n/e","0","","617","n/e","n/e","4795","165","n/e","905","n/e","6040","5443"
"BZN|GB","08.03.2020 08:00 - 08.03.2020 08:30 (UTC)","796","n/e","n/e","3812","0","0","n/e","n/e","n/e","0","","621","n/e","n/e","4796","165","n/e","1610","n/e","6039","5544"
"BZN|GB","08.03.2020 08:30 - 08.03.2020 09:00 (UTC)","871","n/e","n/e","4207","0","0","n/e","n/e","n/e","0","","629","n/e","n/e","4788","164","n/e","2210","n/e","6115","5516"
"BZN|GB","08.03.2020 09:00 - 08.03.2020 09:30 (UTC)","934","n/e","n/e","4380","0","0","n/e","n/e","n/e","0","","632","n/e","n/e","4791","162","n/e","2840","n/e","6033","5789"
"BZN|GB","08.03.2020 09:30 - 08.03.2020 10:00 (UTC)","953","n/e","n/e","4200","0","0","n/e","n/e","n/e","0","","632","n/e","n/e","4795","161","n/e","3460","n/e","6059","5731"
"BZN|GB","08.03.2020 10:00 - 08.03.2020 10:30 (UTC)","970","n/e","n/e","4320","0","0","n/e","n/e","n/e","0","","610","n/e","n/e","4793","160","n/e","3870","n/e","6048","6036"
"BZN|GB","08.03.2020 10:30 - 08.03.2020 11:00 (UTC)","978","n/e","n/e","4561","0","0","n/e","n/e","n/e","0","","589","n/e","n/e","4793","159","n/e","4140","n/e","6042","6487"
"BZN|GB","08.03.2020 11:00 - 08.03.2020 11:30 (UTC)","810","n/e","n/e","4876","0","0","n/e","n/e","n/e","0","","587","n/e","n/e","4784","202","n/e","4270","n/e","5986","6355"
"BZN|GB","08.03.2020 11:30 - 08.03.2020 12:00 (UTC)","983","n/e","n/e","5203","0","0","n/e","n/e","n/e","0","","581","n/e","n/e","4790","161","n/e","4340","n/e","5978","6377"
"BZN|GB","08.03.2020 12:00 - 08.03.2020 12:30 (UTC)","1118","n/e","n/e","4783","0","0","n/e","n/e","n/e","0","","613","n/e","n/e","4784","162","n/e","4460","n/e","5982","6685"
"BZN|GB","08.03.2020 12:30 - 08.03.2020 13:00 (UTC)","1110","n/e","n/e","5263","0","0","n/e","n/e","n/e","0","","615","n/e","n/e","4784","163","n/e","4670","n/e","5860","6560"
"BZN|GB","08.03.2020 13:00 - 08.03.2020 13:30 (UTC)","1111","n/e","n/e","5372","0","0","n/e","n/e","n/e","0","","624","n/e","n/e","4786","187","n/e","4640","n/e","5498","6525"
"BZN|GB","08.03.2020 13:30 - 08.03.2020 14:00 (UTC)","1112","n/e","n/e","5739","0","0","n/e","n/e","n/e","0","","623","n/e","n/e","4787","163","n/e","4380","n/e","5611","6290"
"BZN|GB","08.03.2020 14:00 - 08.03.2020 14:30 (UTC)","1116","n/e","n/e","5825","0","0","n/e","n/e","n/e","0","","622","n/e","n/e","4791","163","n/e","3940","n/e","5504","5871"
"BZN|GB","08.03.2020 14:30 - 08.03.2020 15:00 (UTC)","1120","n/e","n/e","5584","0","0","n/e","n/e","n/e","0","","632","n/e","n/e","4783","163","n/e","3620","n/e","5482","5806"
"BZN|GB","08.03.2020 15:00 - 08.03.2020 15:30 (UTC)","1125","n/e","n/e","6062","0","0","n/e","n/e","n/e","118","","630","n/e","n/e","4783","160","n/e","3140","n/e","5457","5612"
"BZN|GB","08.03.2020 15:30 - 08.03.2020 16:00 (UTC)","1127","n/e","n/e","6879","0","0","n/e","n/e","n/e","322","","648","n/e","n/e","4777","178","n/e","2580","n/e","5118","5639"
"BZN|GB","08.03.2020 16:00 - 08.03.2020 16:30 (UTC)","1124","n/e","n/e","8668","0","0","n/e","n/e","n/e","101","","680","n/e","n/e","4792","159","n/e","1850","n/e","5008","5403"
"BZN|GB","08.03.2020 16:30 - 08.03.2020 17:00 (UTC)","1125","n/e","n/e","10594","0","0","n/e","n/e","n/e","460","","684","n/e","n/e","4780","180","n/e","1250","n/e","4562","5076"
"BZN|GB","08.03.2020 17:00 - 08.03.2020 17:30 (UTC)","1121","n/e","n/e","12588","0","0","n/e","n/e","n/e","1209","","683","n/e","n/e","4777","160","n/e","495","n/e","3940","4634"
"BZN|GB","08.03.2020 17:30 - 08.03.2020 18:00 (UTC)","1119","n/e","n/e","14287","0","0","n/e","n/e","n/e","1624","","943","n/e","n/e","4791","161","n/e","77","n/e","3736","4336"
"BZN|GB","08.03.2020 18:00 - 08.03.2020 18:30 (UTC)","1120","n/e","n/e","14655","0","0","n/e","n/e","n/e","1568","","969","n/e","n/e","4796","168","n/e","4","n/e","4023","3984"
"BZN|GB","08.03.2020 18:30 - 08.03.2020 19:00 (UTC)","1119","n/e","n/e","15405","0","0","n/e","n/e","n/e","1924","","970","n/e","n/e","4784","171","n/e","2","n/e","4228","4013"
"BZN|GB","08.03.2020 19:00 - 08.03.2020 19:30 (UTC)","1124","n/e","n/e","14872","0","0","n/e","n/e","n/e","1723","","967","n/e","n/e","4788","168","n/e","2","n/e","4536","3962"
"BZN|GB","08.03.2020 19:30 - 08.03.2020 20:00 (UTC)","1123","n/e","n/e","14139","0","0","n/e","n/e","n/e","1412","","967","n/e","n/e","4793","169","n/e","1","n/e","4473","3928"
"BZN|GB","08.03.2020 20:00 - 08.03.2020 20:30 (UTC)","1126","n/e","n/e","12815","0","0","n/e","n/e","n/e","1348","","968","n/e","n/e","4783","171","n/e","1","n/e","4744","3955"
"BZN|GB","08.03.2020 20:30 - 08.03.2020 21:00 (UTC)","1116","n/e","n/e","11815","0","0","n/e","n/e","n/e","1405","","960","n/e","n/e","4780","186","n/e","1","n/e","4710","4008"
"BZN|GB","08.03.2020 21:00 - 08.03.2020 21:30 (UTC)","1089","n/e","n/e","12007","0","0","n/e","n/e","n/e","368","","773","n/e","n/e","4785","164","n/e","1","n/e","5179","3875"
"BZN|GB","08.03.2020 21:30 - 08.03.2020 22:00 (UTC)","1088","n/e","n/e","10079","0","0","n/e","n/e","n/e","298","","650","n/e","n/e","4780","162","n/e","1","n/e","5559","3821"
"BZN|GB","08.03.2020 22:00 - 08.03.2020 22:30 (UTC)","1104","n/e","n/e","9034","0","0","n/e","n/e","n/e","275","","620","n/e","n/e","4776","188","n/e","2","n/e","5264","3793"
"BZN|GB","08.03.2020 22:30 - 08.03.2020 23:00 (UTC)","1124","n/e","n/e","7679","0","0","n/e","n/e","n/e","118","","741","n/e","n/e","4784","164","n/e","0","n/e","5163","3753"
"BZN|GB","08.03.2020 23:00 - 08.03.2020 23:30 (UTC)","1145","n/e","n/e","6352","0","0","n/e","n/e","n/e","111","","648","n/e","n/e","4781","190","n/e","0","n/e","5233","3660"
"BZN|GB","08.03.2020 23:30 - 09.03.2020 00:00 (UTC)","1154","n/e","n/e","5162","0","0","n/e","n/e","n/e","0","","647","n/e","n/e","4790","160","n/e","0","n/e","5215","3512"
"BZN|GB","09.03.2020 00:00 - 09.03.2020 00:30 (UTC)","1154","n/e","n/e","5257","0","0","n/e","n/e","n/e","0","","633","n/e","n/e","4784","178","n/e","0","n/e","5092","3347"
"BZN|GB","09.03.2020 00:30 - 09.03.2020 01:00 (UTC)","1159","n/e","n/e","5708","0","0","n/e","n/e","n/e","0","","630","n/e","n/e","4779","161","n/e","0","n/e","4912","3294"
"BZN|GB","09.03.2020 01:00 - 09.03.2020 01:30 (UTC)","1160","n/e","n/e","6196","0","0","n/e","n/e","n/e","0","","625","n/e","n/e","4789","163","n/e","0","n/e","4773","3249"
"BZN|GB","09.03.2020 01:30 - 09.03.2020 02:00 (UTC)","1158","n/e","n/e","5644","0","0","n/e","n/e","n/e","0","","624","n/e","n/e","4788","163","n/e","0","n/e","4751","3347"
"BZN|GB","09.03.2020 02:00 - 09.03.2020 02:30 (UTC)","1162","n/e","n/e","5394","0","0","n/e","n/e","n/e","0","","628","n/e","n/e","4789","163","n/e","0","n/e","4792","3320"
"BZN|GB","09.03.2020 02:30 - 09.03.2020 03:00 (UTC)","1164","n/e","n/e","4873","0","0","n/e","n/e","n/e","0","","617","n/e","n/e","4801","164","n/e","0","n/e","5064","3385"
"BZN|GB","09.03.2020 03:00 - 09.03.2020 03:30 (UTC)","1167","n/e","n/e","4662","0","0","n/e","n/e","n/e","0","","620","n/e","n/e","4794","162","n/e","0","n/e","5049","3481"
"BZN|GB","09.03.2020 03:30 - 09.03.2020 04:00 (UTC)","961","n/e","n/e","4650","0","0","n/e","n/e","n/e","0","","606","n/e","n/e","4789","160","n/e","0","n/e","5035","3389"
"BZN|GB","09.03.2020 04:00 - 09.03.2020 04:30 (UTC)","1111","n/e","n/e","5073","0","0","n/e","n/e","n/e","0","","603","n/e","n/e","4790","159","n/e","0","n/e","4916","3527"
"BZN|GB","09.03.2020 04:30 - 09.03.2020 05:00 (UTC)","1078","n/e","n/e","5044","28","0","n/e","n/e","n/e","0","","617","n/e","n/e","4787","158","n/e","0","n/e","4868","3690"
"BZN|GB","09.03.2020 05:00 - 09.03.2020 05:30 (UTC)","995","n/e","n/e","5059","65","0","n/e","n/e","n/e","0","","634","n/e","n/e","4790","158","n/e","0","n/e","4795","3754"
"BZN|GB","09.03.2020 05:30 - 09.03.2020 06:00 (UTC)","1290","n/e","n/e","5941","92","0","n/e","n/e","n/e","0","","633","n/e","n/e","4787","158","n/e","0","n/e","4875","3838"
